bin_number,diameter_left_um,diameter_right_um,radius_mid_um,dlnr,column_volume_um3_per_um2,dVdlnr_um3_per_um2
1,0.3,0.5,0.19364916731037085,0.5108256237659907,0.00282433922079361,0.005528969357432704
2,0.5,1.0,0.3535533905932738,0.6931471805599453,0.0025065611885988198,0.003616203396476263
3,1.0,2.0,0.7071067811865476,0.6931471805599453,0.0017945517736435931,0.0025889909444541054
4,2.0,5.0,1.5811388300841898,0.9162907318741551,0.004479277763319116,0.004888489654541553
5,5.0,10.0,3.5355339059327378,0.6931471805599453,9.885428421411547e-05,0.00014261658560633253
6,10.0,20.0,7.0710678118654755,0.6931471805599453,0.00019159858622758985,0.00027641833019188036
